id,english,russian
AB763C3546157B81C49FF89D6BA39F32#684756FE,Hooks with a rope. Used to hook two objects,Крючки с веревкой. Используется для закрепления двух объектов
B33848534379306F1FE50FAAB0509E1B#684756FE,Hooks with a rope. Used to hook two objects,Крючки с веревкой. Используется для закрепления двух объектов
B5ADE4C740F37C8431D36F8768B3AC10#684756FE,Hooks with a rope. Used to hook two objects,Крючки с веревкой. Используется для закрепления двух объектов
C22BD5B8450433346DB08CB2881BC30D#684756FE,Hooks with a rope. Used to hook two objects,Крючки с веревкой. Используется для закрепления двух объектов
C845548340CBDE3EF024788EF8A5E639#684756FE,Hooks with a rope. Used to hook two objects,Крючки с веревкой. Используется для закрепления двух объектов
E120F7A642C1CD3D6FA6F89D28CC00C2#684756FE,Hooks with a rope. Used to hook two objects,Крючки с веревкой. Используется для закрепления двух объектов
E7155A7243AA30E682FC118FF1D855B8#684756FE,Hooks with a rope. Used to hook two objects,Крючки с веревкой. Используется для закрепления двух объектов
F80F717B4511B3C5125F79A3AF150171#684756FE,Hooks with a rope. Used to hook two objects,Крючки с веревкой. Используется для закрепления двух объектов
FD9DD04E40F46D0F4312C4A5A4A5A0E0#684756FE,Hooks with a rope. Used to hook two objects,Крючки с веревкой. Используется для закрепления двух объектов
FE2C621F421450CA6E8B6D8270D140BF#684756FE,Hooks with a rope. Used to hook two objects,Крючки с веревкой. Используется для закрепления двух объектов
30ABB9E246EF89E010B26A9C8BF96624#32BD93C5,Horde completed.,Орда завершена.
E166E9254419E115B29656B6924494EF#BBB1FCA4,Hose connected,Шланг подключен
02246B31415F4040A546A5BC5BECD3F1#49C3EE0B,"Hot plate can cook food more safely than fire or a microwave. Plug it into the electric socket, turn it on and put a piece of food on top that can be cooked","На горячей плите можно готовить еду безопаснее, чем на огне или в микроволновой печи. Подключите его к электрической розетке, включите и положите сверху кусок еды, которую можно приготовить."
3EA3D489459D38E7BED648B2CFEC2B43#49C3EE0B,"Hot plate can cook food more safely than fire or a microwave. Plug it into the electric socket, turn it on and put a piece of food on top that can be cooked","На плите можно приготовить пищу более безопасно, чем на огне или в микроволновой печи. Подключите ее к розетке, включите, установите нужную мощность регулятором и положите сверху кусок пищи, который хотите приготовить"
88B9A7D346A6090781D45481880449D2#49C3EE0B,"Hot plate can cook food more safely than fire or a microwave. Plug it into the electric socket, turn it on and put a piece of food on top that can be cooked","На горячей плите можно готовить еду безопаснее, чем на огне или в микроволновой печи. Подключите его к электрической розетке, включите и положите сверху кусок еды, которую можно приготовить."
85786FB746E89B901D3767BCE505D0B3#F32A21D5,Hot reload,Горячая перезагрузка
E2E5E6F94644DC06482370926AD24661#F32A21D5,Hot reload,Горячая перезагрузка
9C50B7294054071ECDC39E904E16CD73#D884FF89,Hot swap,Горячая замена
03641FE44E83434CA7CE92B59C77A608#1809B8D5,Hotbar 1,Хотбар 1
1ADF5DA743D7A6D4373EF5AA519D276D#C906E2A1,Hotbar 10,Хотбар 10
DE9D11454F6A3C845AC11EBA8725921F#0ABC173B,Hotbar 2,Хотбар 2
2651083A43F5C100804A7CB58346F230#B200705E,Hotbar 3,Хотбар 3
68B1FB154019B45688D3E7891B4B1B92#2FD748E7,Hotbar 4,Хотбар 4
A1C70FF449D49EB8B517E9BF9DD5E1EC#976B2F82,Hotbar 5,Хотбар 5
87F111FF45DBB6815EFCBFBCAA40230E#85DE806C,Hotbar 6,Хотбар 6
DD2E0F984CA22FBA43895D858651AF43#3D62E709,Hotbar 7,Хотбар 7
C56E659140AE97F90684B4A8D85FD87B#6501F75F,Hotbar 8,Хотбар 8
CB3CC837451E251973DDC4A72356D720#DDBD903A,Hotbar 9,Хотбар 9
970B0F6A4084341CBDBB54B2C2F7F468#8BB25953,Hotdog,Хот-дог
6030076C4B006424CFCA90B0CC6B7351#6FF3F5AA,"Hotdog 

Ingredients:
-Hotdog bun
-Beef
-Grill
-Knife

Steps:
-Cut beef into medium chunks using knife, and form the sausage
-Cook the sausage on a grill and cook at high temperature
-Assemble the hotdog","Хот-дог

Ингредиенты:
-Булочка для хот-дога
-Стейк из говядины
-Гриль
-Нож

Порядок готовки:
-Нарежьте говядину на средние куски с помощью ножа и сформируйте сосиску
-Сосиску выложите на гриль и готовьте при высокой температуре
-Соберите хот-дог"
CCD829464A7A568C3BC8479C28E3EC76#97B6A7FF,Hotdog bun,Булочка для хот-дога
38F4A66E4D856A0F31E459B31A581438#EE2D3C66,Hotdog car,Автомобиль для хот-догов
98E3386D4267E7CA8C5EF79485B376CD#EE2D3C66,Hotdog car,Автомобиль для хот-догов
C7C509A7487E6C68CA8F509ABEA11D64#F1909BC1,Hover over the setting name with the cursor to see its description,"Наведите курсор на название настройки, чтобы увидеть ее описание."
82D19B3842CF58FA4C05428462BECA39#A2273F95,"Hover the cursor over the button to see a description of the gamemode
Click on the button to select the gamemode","Наведите курсор на кнопку, чтобы увидеть описание режима игры
Нажмите на кнопку, чтобы выбрать режим игры"
F9ABD5D44FFE3B3F07F3B2BCA554957D#C7961F29,How can i earn my freedom?,Как мне заслужить свободу?
36E7DD5F48CCBF91C00B20B171FA3D57#306AB0F2,How could i...,Как я мог...
F916A28D428202CFED0F6D9F6BC48133#23E7F5D4,How do I check my current HP?,Как проверить текущий уровень HP?
17FB7AB645A922C1CC631BA96A1A5C78#68C533C6,How do I expand the inventory space?,Как расширить пространство инвентаря?
FFEAC95F4E166CAC8295A59CBCADFE86#FF13B893,How do I get rid of Krampus?,Как избавиться от Крампуса?
E78E295947659928374E3A84EDD2DB32#92D73FCC,How do I heal?,Как мне исцелиться?
01ABF0204FBD7A78C30958B40412CB89#93108E3E,How fast the days are going.,Как быстро идут дни.
572B4D2144AEE0C3E0A952AB3CE5C4F7#39133348,How to Sell,Как продавать
11DF51D04A012771A8044C8C4FA26F62#B6B13623,How to build a snowman,Как слепить снеговика
E574635A4DE55EAA48417B817F734306#DCE3D7E4,How to deal with tomtenisse/gnomes,Как бороться с томтениссами/гномами
A12DB2CD45F139D14F9A97A0B78278A5#BC1DA313,How to fix the oven,Как починить духовку
2FAD3885456F8F725EA34CB0A425AD91#228BE022,"How to open the reel case
-To open the reel tape case, hold E to grab and remove the lid.

How to change the reels
-First, switch the reel tape reader off, and remove each tape individually. Then, hold a reel tape and hold E over the empty slot to insert the new reel. Note that both reels must be inserted before the reader can be reactivated.","Как открыть корпус катушки
-Чтобы открыть коробку с катушкой, удерживайте E, чтобы взять и снять крышку.

Как поменять барабаны
-Сначала выключите устройство чтения катушечной ленты и извлеките каждую ленту по отдельности. Затем возьмите катушку с лентой и удерживайте E над пустым слотом, чтобы вставить новую катушку. Обратите внимание, что перед повторной активацией считывателя необходимо вставить обе катушки."
B508A9B2472666318D076FA20C0F5D16#3ECE1B2D,How to put large objects into the bag?,Как положить в сумку крупные предметы?
ADE064684FFB2FF1126AA5A0D5583A0B#12D93BA9,How to use Keycards,Как использовать ключ-карты
9DB8311C404F60C7C3369B922915DD96#B0D0276E,How to use mailbox,Как пользоваться почтовым ящиком
7441CAEE4DA451C088FBE791BC1E8231#02D47F86,"How to use:
Hold LMB - start placing a wall
Release LMB - finish placing
RMB while holding LMB - cancel
Shift+LMB - delete wall
Shift while holding LMB - keep pivot relative","Как использовать:
Удерживайте LMB — начните ставить стену.
Релиз LMB - завершение размещения
RMB удерживая LMB – отмена
Shift+LMB - удалить стену
Shift, удерживая LMB — сохранять поворот относительно"
86835F2D485767BC836D7FBE77C8C604#02D47F86,"How to use:
Hold LMB - start placing a wall
Release LMB - finish placing
RMB while holding LMB - cancel
Shift+LMB - delete wall
Shift while holding LMB - keep pivot relative","Как использовать:
Удерживайте LMB — начните ставить стену.
Релиз LMB - завершение размещения
RMB удерживая LMB – отмена
Shift+LMB - удалить стену
Shift, удерживая LMB — сохранять поворот относительно"
8D19E72C463BB14ED40D98B7831619E9#02D47F86,"How to use:
Hold LMB - start placing a wall
Release LMB - finish placing
RMB while holding LMB - cancel
Shift+LMB - delete wall
Shift while holding LMB - keep pivot relative","Как использовать:
Удерживайте LMB — начните ставить стену.
Релиз LMB - завершение размещения
RMB удерживая LMB – отмена
Shift+LMB - удалить стену
Shift, удерживая LMB — сохранять поворот относительно"
A5D9FFAC46615AA66C112C9FB25D71E8#02D47F86,"How to use:
Hold LMB - start placing a wall
Release LMB - finish placing
RMB while holding LMB - cancel
Shift+LMB - delete wall
Shift while holding LMB - keep pivot relative","Как использовать:
Удерживайте LMB — начните ставить стену.
Релиз LMB - завершение размещения
RMB удерживая LMB – отмена
Shift+LMB - удалить стену
Shift, удерживая LMB — сохранять поворот относительно"
C628C8884AA1A46C1C8495BE6B282A8B#02D47F86,"How to use:
Hold LMB - start placing a wall
Release LMB - finish placing
RMB while holding LMB - cancel
Shift+LMB - delete wall
Shift while holding LMB - keep pivot relative","Как использовать:
Удерживайте LMB — начните ставить стену.
Релиз LMB - завершение размещения
RMB удерживая LMB – отмена
Shift+LMB - удалить стену
Shift, удерживая LMB — сохранять поворот относительно"
F4F170654EA6521D6127D7906B01101A#02D47F86,"How to use:
Hold LMB - start placing a wall
Release LMB - finish placing
RMB while holding LMB - cancel
Shift+LMB - delete wall
Shift while holding LMB - keep pivot relative","Как использовать:
Удерживайте LMB — начните ставить стену.
Релиз LMB - завершение размещения
RMB удерживая LMB – отмена
Shift+LMB - удалить стену
Shift, удерживая LMB — сохранять поворот относительно"
112B1C664F7469CE66E81A948CA39E5E#A5E1FBB7,"How to use:
RMB - fix the wall","Как использовать:
RMB - починить стену"
1AE31BC84C17E492D508EE9FE94670E1#A5E1FBB7,"How to use:
RMB - fix the wall","Как использовать:
RMB - починить стену"
739D20BF48F65EB2C49BE08407AB0BAA#A5E1FBB7,"How to use:
RMB - fix the wall","Как использовать:
RMB - починить стену"
959D3920499FAF4B3C46D0A555F7E87D#A5E1FBB7,"How to use:
RMB - fix the wall","Как использовать:
RMB - починить стену"
99CDF8DD4D03842D8FD70181FC038C0C#A5E1FBB7,"How to use:
RMB - fix the wall","Как использовать:
RMB - починить стену"
B23CF59A4560753AC8C0EEB0D1719348#A5E1FBB7,"How to use:
RMB - fix the wall","Как использовать:
RMB - починить стену"
B8A48F2D460E78579AF72AB12CD2108F#A5E1FBB7,"How to use:
RMB - fix the wall","Как использовать:
RMB - починить стену"
86BC40C94AC38635FDFD82AFED62F9C3#A5F29FA4,Hue,Оттенок
0E2C51414A708743C1633CA7E36FC90D#EE28F093,Huge 2x1 metal table,Огромный металлический стол 2х1.
33AF3038494997438FE3299F8C06138E#EE28F093,Huge 2x1 metal table,Огромный металлический стол 2х1.
5ADE474E41BB8C3452918B9213F417A3#EE28F093,Huge 2x1 metal table,Огромный металлический стол 2х1.
6E91B4194605484B3206E1ADCD649AE8#EE28F093,Huge 2x1 metal table,Огромный металлический стол 2х1.
A704BC9749ACB9B374EE3E8AB9F12F46#EE28F093,Huge 2x1 metal table,Большой металлический стол 2x1
BA6C40DA4CDE4811F526A187A48C47EF#EE28F093,Huge 2x1 metal table,Огромный металлический стол 2х1.
BED718E0455A067771DCE091ADC67BA6#EE28F093,Huge 2x1 metal table,Огромный металлический стол 2х1.
BF7748D643A589F58BB58AB6FA3E94FF#EE28F093,Huge 2x1 metal table,Огромный металлический стол 2х1.
C579101844693264345329A92C32135D#EE28F093,Huge 2x1 metal table,Огромный металлический стол 2х1.
EA6FE0EF41782F7E4A8945918E8B5BD9#EE28F093,Huge 2x1 metal table,Огромный металлический стол 2х1.
F3213681488C1E8E839846B1C4FF717F#EE28F093,Huge 2x1 metal table,Огромный металлический стол 2х1.
258CC7C34BDA6A2E878ECB9F837CDF45#C92FCA0A,Huge and heavy 2x1 metal table,Огромный и тяжелый металлический стол 2x1
2708B2C14165F4B54C3371B20DBA006E#C92FCA0A,Huge and heavy 2x1 metal table,Огромный и тяжелый металлический стол 2х1.
829AF7E34C5C60F247808F884DA521E3#C92FCA0A,Huge and heavy 2x1 metal table,Огромный и тяжелый металлический стол 2х1.
DFDB85104CA3A38F200D749A47922330#C92FCA0A,Huge and heavy 2x1 metal table,Огромный и тяжелый металлический стол 2х1.
706210274F0586CABA3FFDBE4CDD5C40#A6DAF72F,Huge ass mushrooms,Огромная задница с грибами
396963F14227C031EA5CB0A07EBF42A1#C758C8AB,I,I
9D8BABFC472677B2881ED186BD4D8ADD#AA456774,I CAN FEEL THE POWER OF HALLOWEEN!!!!!!!!!111111111,Я ЧУВСТВУЮ СИЛУ ХЭЛЛОУИНА!!!!!!!!!111111111
014CE127436F6C97B40F7EBE89D25BC4#E08C200F,I am afraid of water,Я боюсь воды
7FCF07444768AFD867D6B5A946CD69A1#5F7B404E,I am fine!,Я в порядке!
510B5C1043753ED6EBCF3D90A060BAE5#62D8A78D,"I am flabbergasted. This is some incredible data, Dr. Kel. If we can keep this up we might just be able to advance our field of science!","Я поражён. Эти записи невероятны, д-р. Кел. Если мы продолжим в том же духе, то сможем продвинуть нашу область науки!"
665086A349209A503C154CAEDBBCEF4E#82ADD57B,"I can clearly hear something in this noise, our systems cant detect anything, but i hear strange sounds.","Я что-то отчетливо слышу в этих звуках, только вот наши системы опознания ничего не могут обнаружить. И все же я действительно слышу нечто странное."
7456AF57447B15BB719AAABD2B0B4323#247C0C53,I can definetely hear frequencies and electromagnetic wind. This data will be very helpful in our research.,Я четко могу услышать частоты и электромагнитный ветер. Эти данные будут очень полезны в наших исследованиях.
61F44A4C4F25A090A3D1978B8B0A8E59#1BF96376,I can hear,"Что-то, да слышно"
40DDCF08460DD6158F592FAB7C7C6A44#91E27A20,"I can hear stuff, noisy but manageble. I will try to refine it even more and gather at least something out of this.","Слышу обрывистый шум, но это исправимо. Я постараюсь обработать его еще сильнее и получить из него хоть что-то."
DD918E2A4D216F9D5776708F1A4B6CF3#4C3F6E8A,I cannot leave now!,Я не могу уйти!
41C4990F4190C1BF390BD29216C31BCD#153122AE,I can’t process my signal drives to level one,Я не могу обработать свои сигналы до первого уровня
5CE3E0B44BAE0EB06620CDADD1C675C3#34F072DC,I do not need it right now,мне это сейчас не нужно
37605576429488660FB983B143FF0CA8#06477CB5,I do not want to sleep,я не хочу спать
6792C81A4167F092D77AF9B712D5713D#06477CB5,I do not want to sleep,я не хочу спать
9B9DAC7740784BC2FE1501867A6064B7#5CD968FC,I do not want to sleep... i can sense something...,Я не хочу спать... я что-то чувствую...
BF3517384B4AE464817BFEB049DCF4A1#1BA2205A,I do not want to use it right now,Я не хочу использовать его прямо сейчас
C68CDB5242D896B8E6CC129214B6003E#740C9DD9,I don't feel so good...,Я чувствую себя нехорошо...
E13325CA4D8241D4FB0E0D950B89583D#F722677B,I don't need it,Я в этом не нуждаюсь
66A2184442C7492FCD9BCEB4EB5A90E4#151701C3,I don't remember what i did yesterday. I am scared.,"Не помню, что вчера сделал. Мне страшно."
B4358CAA469C868B33A91C9EC499FCB7#7F27EAA6,I don't want to eat that,Я не хочу есть это
F9428AB645D3819B20CD858D4B938576#7F27EAA6,I don't want to eat that,Я не хочу есть это
6B5719E541BD1D93AA947FBA7FFBD6B9#646784F0,I don't want to go in there,Я не хочу идти туда
3BF9D2854417720F74A2BA8D51B64AF7#737632B5,"I dont hear anything, maybe it got corrupted or something","Я ничего не слышу, возможно, запись повреждена или что-то вроде того"
A7A3254E4FC189C08A8CA68F22D00601#4762697C,"I dont like how this sounds, quite scary and unnerving. I will sent this data to Ena, she will analyze it further.","Мне не нравится, как это звучит, довольно пугающе и нервирующе. Я отправлю эти данные Эне, она проанализирует их дальше."
0C24636940EA4EB5403736986A76E48F#87248C98,I dont like this,Мне это не нравится
54408E534EAA5F503224B38061DA86CE#AD1EAC55,"I got a little bit confused but maybe it got reflected or something. Anyways, heres some points for your efforts","Я в недоумении, возможно сигнал отразился от чего-то. В любом случае, вот очки за твои усилия"
15FBFB954B02CA24BF59DFAC491388F8#CAB475A7,I have an event stuck,У меня зависло событие
054CA1C0428BC665FFA685A7AC68D704#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
0D7AF43B4EE6001F6D69A6ABC2464ABC#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
0E43B1D34ED3C256EE4A7AA7BE48C1F8#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
0F0A60554AF4C51F7011D6986C62C99E#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
10FFBBD5469A29FDA0B2AE8D3A22B864#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
11D6D16F4B16ED89D0EEE6B32E02C555#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
16A3B9FA4F0D44D3696ED7A7F7E49621#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
17611C7A4991B85862E337AE26390E29#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
198A6C85413C15C77FB9BAA817383D2B#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
1C2FB3664922AEC5BBC50D9DB0734801#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
1D1DCB86454D6EB2F950FFA95A3C5C7F#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
1D26F09F4733A9FCCA10FE8EF34AA499#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
1E869A704F46F844E094A09F5F7B4E00#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
1F4CA7554EDEAB42173FBD9A3B197577#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
20C40E7F47E0ED54FA0444BAFE04EAC1#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
20CED6894F9A61FB9CE43D84FC5C9D13#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
233AF01646597D74814DF5BA72F1AF95#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
27E2785A4CD5FE8CBCCA28A5C7C41986#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
29AE4DE846987FD4C067C991E0B6880A#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
2FE13B9C4BCB554021C5038E7453EF83#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
30DC30DF414155673ABB228BF6CFAF67#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
38E8104844387C01AB846FAB8643CCB8#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
3A86F45841667293482B1EB95997F386#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
3B779D04472AA7889543C0A20D3CFC6F#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
3B7B28194F71469ECD3911BB1192F2B5#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
3C8F7C95486CEF3C50C0F7B1535CFD53#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
3F07B50449DF43095CDD4DB633884E57#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
42C682224724D4D7536FF181BB5AFBFD#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
43CE54AF46809C8AC3865DB6577D2389#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
4646C9BE4EB19336CF149D9C2E3DC062#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
474C86DF451F6412CE729AAC757BB2F5#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
49EC5E3C48522322B14DEC94830E0594#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
4A0C92B940733DDDAF761BA46B4847D5#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
4C56A6BB49B7BC83F9752BB7733E94D7#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
4CDCA3D4484E23B6ABB8D084875A086F#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
4F295E184E5455345D5437A6CC78E70A#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
4F87D12F4B315276317B89A8B912B626#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
50EAC3B34DBF27A4657F62AC285D75C4#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
598ECCC848BC166A951FFDA5CA2B0F1E#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
5C3464534BCDB02B3C7705AC32E7118B#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
60EA769C4BC2256A93C9AE9A9EF329AE#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
60EE8C25401DC825AB8C898AF1AABFAE#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
6220058F4E5205D011F5CABF35CCAB31#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
67988BAF4739F3B734D453BBDC01FE13#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
683D4312429EFBAA71DD2F9DEC74B68F#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
685CE21140D26E3ACD1E9AB92B89C99D#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
6AE5659940FD37C3AD4462AD616D651A#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
6D8D358B4F606866450D2B82F6321061#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
70540BB74092A40A48B307ADA8E04DC3#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
7AD73AE641C46D5A319147B1DA2D8BD1#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
7CB8A395465F47A836C48E9FA6BE43F1#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
7E334B184248C49BD216B6AB7B2ED563#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
801A37D8450FEDD21C92979A15B00419#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
83440F6E4AD9B6CCD0C7BB8AA64BEF80#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
83DC4E1A402FB7F3CC3BDA9226E82446#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
8F0D54464560B94F38E991860E4D09E1#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
9D161C814DB17EA6643E4C809AE1F49D#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет открывашки, но я должен поглотить персики."
A310EECF4F3DE551497573AAFE9BD339#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
A59FF9C249968E3C02AAAAA1C6E184E6#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
A5ED2532419E50431421A796BBE11A5D#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
A8E547CB448C7611AC32E1BDB3574298#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
A8F44F8348FDEE1F3A093B9B9B91BE3B#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
A944DB0141E950336B7E7AAB81969E9D#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
AA28CBF64A32686D754D9FA0B7092D12#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
AB4E0C654126883CEE0DD39255D96770#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
ABC0BBAD4D667BB935FFDC925B88FF4D#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
B133CB2D4C5F634550BAB18DB6B554FF#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
B5FB4346407F399FFD71FFAE7CDFBB68#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
B6EE04DF448DF1159306F0A0FC21AC3D#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
B77FE3C24D474091DDF3589179120CEA#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
B8A3681240459BF3A1AD7786E6288967#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
BCC0A22D4F0199AFBC48A08D12658A78#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
BDF1C08D46FA5B74F7F675A7E7DEA08C#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
BFAD5B5549D668F59B9A0CBDD9948DBE#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
C943C1964727E47C7CBA7491E032B736#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
CBB341C949A13C48F1D5D3AEA55504C1#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
CC154B3C4B416B453490EBBD2EDB78B1#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
CF35D7034CBD4DD209F59A9209735480#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
D7E3B17C47A1844E818925A51EB6CB4F#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
D8250F9A4B3200024B332A8263898B34#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
D88496E04D363888B6934DA0E247A029#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
E3626EE84B902CCEBC35729C91FFE898#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
ECC8DBB24F0247A274954FACCCF025C2#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
